date,time,latitude,longitude,number_of_persons_injured,number_of_persons_killed,contributing_factor_vehicle_1
2021-05-01,14:00:00,40.758705,-73.93793,0,0,Driver Inattention/Distraction
2021-04-30,18:20:00,40.868805,-73.89055,0,0,Unspecified
2021-05-01,04:30:00,40.666286,-73.95084,1,0,Driver Inattention/Distraction
2021-05-01,17:50:00,40.644753,-73.92493,2,0,Driver Inattention/Distraction
2021-05-01,22:24:00,40.689827,-73.75728,1,0,Failure to Yield Right-of-Way
2021-04-30,03:18:00,40.707466,-73.7887,0,0,Unsafe Speed
2021-05-01,17:53:00,40.60567,-74.030945,2,0,Driver Inattention/Distraction
2021-05-01,15:30:00,40.78722,-73.96793,0,0,Following Too Closely
2021-05-01,23:45:00,40.74255,-73.93116,0,0,Driver Inattention/Distraction
2021-05-01,12:00:00,40.61927,-73.99203,2,0,Driver Inexperience
2021-05-01,13:30:00,40.71568,-73.94061,0,0,Passing Too Closely
2021-05-01,07:10:00,40.69365,-73.98333,0,0,Following Too Closely
2021-05-01,22:38:00,40.610947,-73.953606,1,0,Failure to Yield Right-of-Way
2021-05-01,09:00:00,40.66848,-73.81088,0,0,Unsafe Speed
2021-09-14,16:00:00,40.736988,-73.8646,0,0,Driver Inattention/Distraction
2021-05-01,08:39:00,40.83923,-73.94555,0,0,Alcohol Involvement
2021-05-01,13:20:00,40.7185,-73.73531,1,0,Failure to Yield Right-of-Way
2021-04-26,12:17:00,40.809227,-73.94891,0,0,Driver Inattention/Distraction
2021-04-30,22:45:00,40.711823,-73.78786,0,0,Driver Inexperience
2021-05-01,17:00:00,40.753056,-73.921455,1,0,Backing Unsafely
2021-05-01,00:00:00,40.727493,-73.993484,0,0,Unsafe Speed
2021-05-01,01:00:00,40.747375,-73.88648,0,0,Driver Inexperience
2021-05-01,13:30:00,40.836617,-73.87377,0,0,Other Vehicular
2021-05-01,14:40:00,40.665794,-73.97752,0,0,Passing Too Closely
2021-05-01,20:11:00,40.740517,-73.89236,0,0,Driver Inattention/Distraction
2021-05-01,08:15:00,40.640064,-74.01557,0,0,Unspecified
2021-04-28,21:30:00,40.80777,-73.94549,1,0,Unspecified
2021-05-01,17:30:00,40.67922,-73.86141,1,0,Passing or Lane Usage Improper
2021-05-01,12:00:00,40.694534,-73.74783,0,0,Traffic Control Disregarded
2021-05-01,18:40:00,40.725956,-73.788315,0,0,Passing Too Closely
2021-05-01,19:50:00,40.56347,-74.18102,1,0,Failure to Yield Right-of-Way
2021-05-01,19:00:00,40.68159,-73.74459,3,0,Driver Inattention/Distraction
2021-05-01,17:00:00,40.743137,-73.82973,1,0,Unsafe Lane Changing
2021-05-01,11:10:00,40.74457,-73.731575,0,0,Following Too Closely
2021-05-01,16:40:00,40.74044,-73.9946,1,0,Driver Inattention/Distraction
2021-04-22,10:55:00,40.73715,-73.98859,1,0,Failure to Yield Right-of-Way
2021-05-01,04:30:00,40.779182,-73.826675,0,0,Following Too Closely
2021-05-01,16:30:00,40.670357,-73.74291,0,0,Backing Unsafely
2021-05-01,11:04:00,40.700024,-73.81182,0,0,Unspecified
2021-04-29,17:17:00,40.81644,-73.86695,0,0,Unspecified
2021-04-29,16:00:00,40.58664,-74.19173,0,0,Unspecified
2021-04-28,22:20:00,40.82851,-73.88012,2,0,Aggressive Driving/Road Rage
2021-05-01,17:35:00,40.764347,-73.82595,0,0,Passing or Lane Usage Improper
2021-04-29,13:50:00,40.78393,-73.94423,0,0,Passing or Lane Usage Improper
2021-05-01,11:10:00,40.750763,-73.97446,1,0,Driver Inattention/Distraction
2021-05-01,07:00:00,40.698963,-73.91864,0,0,Driver Inattention/Distraction
2021-04-29,10:20:00,40.810047,-73.92515,0,0,Traffic Control Disregarded
2021-05-01,12:45:00,40.6894,-73.72711,0,0,Driver Inattention/Distraction
2021-05-01,15:00:00,40.832756,-73.88599,0,0,Unspecified
2021-04-29,22:53:00,40.788685,-73.94386,0,0,Passing or Lane Usage Improper
2021-05-01,18:20:00,40.826057,-73.89722,1,0,Driver Inexperience
2021-05-01,12:05:00,40.610706,-73.99771,1,0,Unspecified
2021-05-01,18:30:00,40.7227,-73.98787,0,0,Unspecified
2021-05-01,08:00:00,40.89675,-73.85988,1,0,Failure to Yield Right-of-Way
2021-05-01,22:46:00,40.705246,-73.95908,3,0,Following Too Closely
2021-05-01,11:56:00,40.756264,-73.823524,1,0,Following Too Closely
2021-04-25,12:25:00,40.734093,-73.952286,1,0,Driver Inattention/Distraction
2021-04-24,05:25:00,40.698185,-73.9374,0,0,Unsafe Speed
2021-04-30,06:45:00,40.596767,-74.16523,0,0,Backing Unsafely
2021-05-01,20:40:00,40.685844,-73.94732,1,0,Driver Inattention/Distraction
2021-04-30,11:21:00,40.812725,-73.94931,0,0,Driver Inattention/Distraction
2021-04-19,05:30:00,40.836945,-73.86342,0,0,Unspecified
2021-05-01,03:00:00,40.66737,-73.78266,1,0,Alcohol Involvement
2021-04-03,15:12:00,40.87626,-73.90395,2,0,Unspecified
2021-05-01,00:01:00,40.6224,-73.936646,0,0,Following Too Closely
2021-05-01,19:30:00,40.656578,-73.96009,0,0,Driver Inattention/Distraction
2021-04-19,07:30:00,40.61313,-74.00773,0,0,Unspecified
2021-05-01,10:00:00,40.648117,-73.97135,0,0,Driver Inattention/Distraction
2021-05-01,02:20:00,40.71142,-73.95313,0,0,Turning Improperly
2021-05-01,18:11:00,40.858868,-73.86952,1,0,Traffic Control Disregarded
2021-04-27,23:40:00,40.651546,-73.95257,1,0,Alcohol Involvement
2021-05-01,14:43:00,40.889786,-73.83487,0,0,Driver Inattention/Distraction
2021-05-01,10:45:00,40.651108,-73.94283,2,0,Brakes Defective
2021-05-01,13:02:00,40.72538,-74.00011,0,0,Backing Unsafely
2021-05-01,10:10:00,40.599525,-73.96128,0,0,Following Too Closely
2021-04-30,18:10:00,40.68302,-73.85604,0,0,Unspecified
2021-05-01,01:05:00,40.844917,-73.926384,0,0,Unsafe Lane Changing
2021-05-01,23:15:00,40.70644,-73.75973,1,0,Traffic Control Disregarded
2021-05-01,20:42:00,40.777874,-73.95175,1,0,Driver Inattention/Distraction
2021-05-01,15:12:00,40.85638,-73.83799,0,0,Unspecified
2021-05-01,17:03:00,40.748432,-73.982475,0,0,Failure to Keep Right
2021-05-01,00:00:00,40.81458,-73.94795,0,0,Other Vehicular
2021-05-01,18:20:00,40.576504,-74.1037,1,0,Failure to Yield Right-of-Way
2021-04-27,17:45:00,40.672688,-73.73544,1,0,Unspecified
2021-05-01,07:00:00,40.697433,-73.898605,0,0,Unspecified
2021-05-01,19:45:00,40.71906,-73.812126,1,0,Failure to Yield Right-of-Way
2021-05-01,23:01:00,40.63682,-73.90218,1,0,Unspecified
2021-05-01,09:31:00,40.586475,-74.0703,0,0,Oversized Vehicle
2021-04-30,17:20:00,40.6041,-74.06908,0,0,Passing or Lane Usage Improper
2021-05-01,23:05:00,40.856792,-73.91742,1,0,Unspecified
2021-05-01,18:45:00,40.769737,-73.91244,4,0,Unspecified
2021-09-18,23:45:00,40.66551,-73.95315,0,0,Driver Inattention/Distraction
2021-09-18,16:12:00,40.72709,-73.97665,1,0,Driver Inattention/Distraction
2021-09-18,06:20:00,40.859642,-73.899826,0,0,Unspecified
2021-09-18,13:30:00,40.82129,-73.86605,0,0,Unspecified
2021-09-18,16:30:00,40.665478,-73.748795,1,0,Unspecified
2021-09-17,06:32:00,40.61334,-74.01109,0,0,Alcohol Involvement
2021-09-18,01:14:00,40.650566,-74.00462,0,0,Driver Inattention/Distraction
2021-09-18,05:00:00,40.60779,-73.99136,0,0,Fatigued/Drowsy
2021-09-16,06:50:00,40.840733,-73.85304,0,0,Unspecified
2021-09-18,16:50:00,40.817795,-73.89319,1,0,Unsafe Speed
2021-09-18,22:57:00,40.5774,-73.95404,1,0,Traffic Control Disregarded
2021-09-18,01:15:00,40.758743,-73.96863,1,0,Passing or Lane Usage Improper
2021-09-12,19:20:00,40.516838,-74.24085,0,0,Unspecified
2021-09-17,17:34:00,40.76838,-73.99281,1,0,Driver Inattention/Distraction
2021-09-18,15:30:00,40.854664,-73.85707,0,0,Unspecified
2021-09-11,13:30:00,40.87296,-73.87495,0,0,Alcohol Involvement
2021-09-17,11:40:00,40.616413,-74.103516,0,0,Other Vehicular
2021-09-18,18:23:00,40.708504,-73.81954,1,0,Unsafe Speed
2021-09-18,10:30:00,40.70694,-74.01353,1,0,View Obstructed/Limited
2021-09-18,06:00:00,40.70778,-73.79341,1,0,Following Too Closely
2021-09-18,17:16:00,40.8703,-73.839905,2,0,Unsafe Speed
2021-09-17,09:00:00,40.750126,-73.86999,0,0,Driver Inattention/Distraction
2021-09-18,16:10:00,40.609947,-73.92227,0,0,Backing Unsafely
2021-09-18,01:33:00,40.846165,-73.929146,5,0,Unspecified
2021-09-09,00:40:00,40.54997,-74.21127,0,0,Driver Inattention/Distraction
2021-09-18,10:00:00,40.6266,-74.16119,0,0,Driver Inattention/Distraction
2021-09-18,06:10:00,40.69993,-73.96188,1,0,Other Vehicular
2021-09-11,14:10:00,40.829502,-73.87462,1,0,Unspecified
2021-09-18,04:30:00,40.85407,-73.89932,0,0,Failure to Yield Right-of-Way
2021-09-18,03:43:00,40.873383,-73.88938,0,0,Unsafe Lane Changing
2021-09-18,23:15:00,40.66605,-73.81525,0,0,Following Too Closely
2021-09-18,12:30:00,40.850224,-73.88257,3,0,Failure to Yield Right-of-Way
2021-09-15,18:30:00,40.70638,-73.79998,0,0,Driver Inattention/Distraction
2021-09-18,17:12:00,40.848118,-73.93089,0,0,Unspecified
2021-09-18,20:22:00,40.63311,-73.97217,1,0,Unspecified
2021-09-18,12:20:00,40.735023,-73.761444,0,0,Unspecified
2021-09-16,18:40:00,40.715927,-73.80889,2,0,Driver Inattention/Distraction
2022-08-10,09:00:00,40.85718,-73.89214,0,0,Driver Inattention/Distraction
2021-09-18,20:20:00,40.714825,-73.95882,1,0,Alcohol Involvement
2021-09-18,08:43:00,40.752888,-73.96374,0,0,Driver Inattention/Distraction
2021-09-18,12:00:00,40.74549,-73.95318,0,0,Unspecified
2021-09-18,04:00:00,40.64485,-73.96002,1,0,Alcohol Involvement
2021-09-18,03:30:00,40.631283,-74.13131,0,0,Unspecified
2021-09-18,18:10:00,40.801865,-73.94136,2,0,Traffic Control Disregarded
2021-09-06,14:00:00,40.68644,-73.97251,0,0,Unspecified
2021-09-18,19:25:00,40.65065,-73.952866,1,0,Driver Inattention/Distraction
2021-09-18,01:00:00,40.744587,-73.81966,0,0,Following Too Closely
2021-09-14,22:20:00,40.870132,-73.90161,0,0,Unspecified
2021-09-18,20:55:00,40.594738,-73.95176,0,0,Driver Inattention/Distraction
2021-09-18,00:30:00,40.644493,-73.94698,0,0,Unspecified
2021-09-18,18:15:00,40.66005,-73.89496,1,0,Driver Inattention/Distraction
2021-09-18,01:50:00,40.681473,-73.72776,1,0,Unsafe Lane Changing
2021-09-18,12:15:00,40.77529,-73.953636,1,0,Traffic Control Disregarded
2021-09-18,22:23:00,40.770496,-73.87481,0,0,Driver Inattention/Distraction
2021-09-18,19:08:00,40.74226,-73.89071,0,0,Unspecified
2021-09-17,00:22:00,40.7178,-73.80358,4,0,Driver Inattention/Distraction
2021-09-18,04:33:00,40.61944,-74.018196,0,0,Alcohol Involvement
2021-09-18,17:01:00,40.845642,-73.90211,1,0,Failure to Yield Right-of-Way
2021-09-18,23:56:00,40.765675,-73.97624,0,0,Unspecified
2021-09-18,21:43:00,40.696938,-73.72752,1,0,Following Too Closely
2021-09-18,05:50:00,40.764267,-73.722946,1,0,Driver Inattention/Distraction
2021-09-18,22:13:00,40.854588,-73.90187,1,0,Failure to Yield Right-of-Way
2021-08-21,23:00:00,40.70242,-73.9867,0,0,Driver Inattention/Distraction
2021-09-18,16:00:00,40.815872,-73.9257,0,0,Other Vehicular
2021-09-18,19:24:00,40.8377102,-73.845465,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
2021-09-18,16:00:00,40.709026,-73.81333,0,0,Failure to Yield Right-of-Way
2021-08-16,08:02:00,40.70206,-73.99262,0,0,Passing or Lane Usage Improper
2021-09-17,13:33:00,40.786175,-73.9457,1,0,Driver Inattention/Distraction
2021-09-08,17:45:00,40.673107,-73.99959,0,0,Driver Inattention/Distraction
2021-09-18,11:09:00,40.73635,-73.97502,2,0,Other Vehicular
2021-09-17,23:30:00,40.740437,-73.87316,0,0,Unspecified
2021-09-18,08:45:00,40.719368,-73.836006,0,0,Unspecified
2021-09-18,22:05:00,40.69365,-73.98333,4,0,Following Too Closely
2021-09-16,22:15:00,40.814358,-73.94067,0,0,Unspecified
2021-09-18,15:39:00,40.73609,-73.871765,1,0,Driver Inattention/Distraction
2021-09-18,21:10:00,40.835873,-73.8699,0,0,Obstruction/Debris
2021-09-18,20:05:00,40.814266,-73.912964,1,0,Driver Inattention/Distraction
2021-09-18,00:15:00,40.75763,-73.865685,0,0,Driver Inattention/Distraction
2021-09-10,12:31:00,40.87664,-73.90139,1,0,Failure to Yield Right-of-Way
2021-09-18,17:05:00,40.605377,-73.98211,1,0,Failure to Yield Right-of-Way
2021-09-01,15:30:00,40.73104,-73.99961,0,0,Unspecified
2021-09-12,20:30:00,40.734657,-73.86482,0,0,Driver Inattention/Distraction
2021-09-15,08:00:00,40.563915,-74.11637,1,0,Unsafe Speed
2021-09-18,14:30:00,40.67909,-73.90829,1,0,Driver Inattention/Distraction
2021-09-01,18:55:00,40.671185,-73.94204,1,0,Driver Inattention/Distraction
2021-09-17,09:40:00,40.734768,-73.87459,1,0,Driver Inattention/Distraction
2021-09-18,00:50:00,40.619442,-73.91906,0,0,Driver Inexperience
2021-09-13,08:45:00,40.563755,-74.17759,0,0,Turning Improperly
2021-09-18,21:50:00,40.651863,-73.86536,0,0,Following Too Closely
2021-09-18,10:55:00,40.87321,-73.8671,0,0,Traffic Control Disregarded
2021-09-18,16:00:00,40.76316,-73.8164,0,0,Unspecified
2021-09-18,23:35:00,40.780354,-73.80233,0,0,Following Too Closely
2021-09-12,11:00:00,40.537365,-74.21193,0,0,Driver Inattention/Distraction
2021-09-18,21:45:00,40.76803,-73.87722,1,0,Failure to Yield Right-of-Way
2021-08-26,06:00:00,40.69203,-73.94565,0,0,Passing Too Closely
2021-09-18,09:30:00,40.883778,-73.89405,1,0,Unspecified
2021-09-10,18:15:00,40.69423,-73.94608,1,0,Turning Improperly
2021-09-18,00:45:00,40.82463,-73.91059,1,0,Driver Inattention/Distraction
2021-09-18,12:19:00,40.85543,-73.855354,0,0,Driver Inattention/Distraction
2021-09-18,04:15:00,40.704147,-73.807594,1,0,Passing Too Closely
2021-09-08,11:30:00,40.73619,-74.008316,0,0,Unspecified
2021-09-18,04:40:00,40.59904,-73.92951,0,0,
2021-09-16,20:40:00,40.836155,-73.87179,0,0,Unspecified
2021-09-18,10:45:00,40.8213,-73.88033,0,0,Unspecified
2021-09-18,13:30:00,40.6754,-73.9887,1,0,Failure to Yield Right-of-Way
2021-09-17,14:24:00,40.69691,-73.85745,1,0,Turning Improperly
2021-08-31,19:00:00,40.71589,-73.99631,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
2021-09-09,20:40:00,40.76167,-73.77597,0,0,Driver Inattention/Distraction
2021-09-18,17:30:00,40.79328,-73.801544,0,0,Failure to Yield Right-of-Way
2021-09-18,19:20:00,40.745667,-73.792496,1,0,Driver Inattention/Distraction
2021-09-18,02:25:00,40.846825,-73.89705,1,0,Unsafe Speed
2021-09-18,13:45:00,40.679787,-73.847694,0,0,Passing Too Closely
2021-09-18,16:02:00,40.585163,-73.95641,0,0,Following Too Closely
2021-09-12,22:39:00,40.879345,-73.91238,0,0,Unspecified
2021-09-18,08:30:00,40.770283,-73.82558,0,0,Passing or Lane Usage Improper
2021-05-02,21:35:00,40.66807,-73.80789,1,0,Driver Inattention/Distraction
2021-09-18,12:40:00,40.59654,-73.76748,0,0,Reaction to Uninvolved Vehicle
2021-09-18,20:11:00,40.797447,-73.94671,1,0,Failure to Yield Right-of-Way
2021-09-17,15:40:00,40.766087,-73.97724,1,0,Unspecified
2021-09-18,13:00:00,40.624474,-74.00668,0,0,Unspecified
2021-09-16,00:25:00,40.888596,-73.89068,0,0,Unspecified
2021-09-18,22:20:00,40.780464,-73.94404,0,0,Driver Inexperience
2021-09-18,02:55:00,40.716423,-74.00975,0,0,Aggressive Driving/Road Rage
2021-09-18,23:00:00,40.66653,-73.806274,1,0,View Obstructed/Limited
2021-09-13,12:46:00,40.692013,-73.98149,0,0,Unspecified
2021-09-18,18:54:00,40.64495,-73.9249,1,0,Driver Inattention/Distraction
2021-09-18,15:46:00,40.665485,-73.75137,0,0,Following Too Closely
2021-09-17,19:30:00,40.736267,-73.772865,0,0,Failure to Yield Right-of-Way
2021-09-18,08:15:00,40.808445,-73.945,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
2021-09-18,15:49:00,40.60827,-73.94232,2,0,Unspecified
2021-09-18,23:37:00,40.712727,-73.72899,0,0,Unsafe Lane Changing
2021-09-18,21:28:00,40.666737,-73.78628,0,0,Reaction to Uninvolved Vehicle
2021-09-18,14:30:00,40.73862,-73.8508,0,0,Following Too Closely
2021-09-18,15:08:00,40.578236,-73.99157,2,0,Driver Inattention/Distraction
2021-09-18,10:04:00,40.605335,-73.75528,0,0,Traffic Control Disregarded
2021-09-17,14:00:00,40.559383,-74.15393,2,0,Driver Inattention/Distraction
2021-09-18,12:00:00,40.74128,-73.90257,3,0,Unspecified
2021-09-13,08:35:00,40.752472,-73.87818,0,0,Unspecified
2021-09-18,22:45:00,40.734314,-73.93803,2,0,Unspecified
2021-09-17,19:25:00,40.695004,-73.9525,1,0,Passing Too Closely
2021-09-18,14:57:00,40.860237,-73.892845,1,0,Driver Inattention/Distraction
2021-09-18,00:00:00,40.71997,-73.992905,0,0,Driver Inattention/Distraction
2021-09-18,20:28:00,40.800507,-73.96798,2,0,Traffic Control Disregarded
2021-09-18,01:10:00,40.814594,-73.88588,0,0,Alcohol Involvement
2021-09-18,01:58:00,40.746883,-73.76348,2,0,Alcohol Involvement
2021-09-18,12:50:00,40.658577,-73.89063,0,0,Failure to Yield Right-of-Way
2021-09-18,00:15:00,40.735664,-74.00162,1,0,Unspecified
2021-09-18,07:00:00,40.668186,-73.74111,0,0,Unspecified
2021-09-18,00:00:00,40.6333,-73.94812,1,0,Unspecified
2021-09-13,00:01:00,40.64548,-74.087746,0,0,Driver Inattention/Distraction
2021-09-18,14:13:00,40.820187,-73.890686,0,0,Passing or Lane Usage Improper
2021-09-18,12:00:00,40.700054,-73.92459,0,0,Unsafe Lane Changing
2021-09-04,05:45:00,40.559128,-74.16948,1,0,Other Vehicular
2021-09-18,10:09:00,40.694576,-73.95615,0,0,Turning Improperly
2021-09-18,15:45:00,40.677467,-73.86671,1,0,Failure to Yield Right-of-Way
2021-09-18,19:50:00,40.73149,-73.84215,0,0,Unsafe Lane Changing
2021-09-01,16:00:00,40.734295,-74.00717,0,0,Turning Improperly
2021-09-18,00:00:00,40.878784,-73.87298,0,0,Unspecified
2021-09-18,16:20:00,40.744465,-73.77179,0,0,Unsafe Lane Changing
2021-09-18,19:45:00,40.874485,-73.843,4,0,Backing Unsafely
2021-09-04,14:45:00,40.62551,-74.07599,18,0,Driver Inexperience
2021-09-18,09:00:00,40.726677,-73.90736,0,0,Unspecified
2021-09-18,17:22:00,40.778606,-73.84339,0,0,Passing or Lane Usage Improper
2021-09-18,09:10:00,40.8314,-73.88783,0,0,Driver Inattention/Distraction
2021-09-18,02:36:00,40.84497,-73.90247,1,0,Driver Inattention/Distraction
2021-09-18,04:50:00,40.71299,-73.94921,0,0,Steering Failure
2020-09-20,09:14:00,40.722095,-73.77772,0,0,Driver Inattention/Distraction
2021-09-07,06:56:00,40.665154,-73.83366,1,0,Driver Inexperience
2021-09-14,03:00:00,40.879578,-73.879,0,0,Unsafe Lane Changing
2021-09-10,12:00:00,40.694115,-73.79214,0,0,Unsafe Speed
2021-09-18,02:10:00,40.75868,-73.87552,0,0,Alcohol Involvement
2021-09-13,22:55:00,40.821636,-73.93909,1,0,Driver Inattention/Distraction
2021-09-15,18:55:00,40.576042,-73.99008,0,0,Traffic Control Disregarded
2021-09-18,04:52:00,40.59423,-73.908325,0,0,Passing or Lane Usage Improper
2021-09-01,19:28:00,40.738132,-74.008385,0,0,Unspecified
2021-09-18,02:43:00,40.685722,-73.85738,0,0,Driver Inexperience
2021-09-18,20:00:00,40.66366,-73.90146,0,0,Unspecified
2021-08-27,13:00:00,40.692356,-73.94282,0,0,Following Too Closely
2021-09-15,15:57:00,40.6867,-73.9982,0,0,Oversized Vehicle
2021-09-18,17:30:00,40.837246,-73.885704,0,0,Unspecified
2021-09-06,21:30:00,40.73509,-73.9956,1,0,Driver Inattention/Distraction
2021-09-18,20:00:00,40.743343,-73.97203,0,0,Other Vehicular
2021-09-18,16:38:00,40.865967,-73.8568,1,0,Driver Inattention/Distraction
2021-09-18,02:30:00,40.842438,-73.85377,0,0,Following Too Closely
2021-09-18,13:40:00,40.68488,-73.92311,0,0,Driver Inattention/Distraction
2021-09-18,19:43:00,40.84353,-73.89401,1,0,Other Vehicular
2021-09-18,18:48:00,40.68962,-73.97313,2,0,View Obstructed/Limited
2021-09-18,20:58:00,40.71475,-73.96105,1,0,Passing or Lane Usage Improper
2021-09-18,18:30:00,40.54977,-74.192116,1,0,View Obstructed/Limited
2021-09-18,16:21:00,40.680088,-73.80177,1,0,Failure to Yield Right-of-Way
2021-09-18,20:51:00,40.750317,-73.99112,0,0,Unspecified
2021-09-18,00:30:00,40.747242,-73.88766,0,0,Driver Inattention/Distraction
2021-09-17,18:00:00,40.644127,-74.00417,0,0,Unspecified
2021-09-17,19:00:00,40.73619,-73.85806,0,0,Driver Inattention/Distraction
2021-09-18,21:00:00,40.60853,-73.89788,0,0,Passing or Lane Usage Improper
2021-09-16,11:00:00,40.882866,-73.90201,0,0,Unspecified
2021-09-18,10:45:00,40.717064,-73.944824,0,0,Passing Too Closely
2021-09-18,01:00:00,40.556526,-74.13934,0,0,Steering Failure
2021-09-18,00:00:00,40.746956,-73.890305,0,0,Backing Unsafely
2021-09-11,16:24:00,40.778656,-73.94764,0,0,Driver Inattention/Distraction
2021-09-18,14:25:00,40.86235,-73.89997,0,0,Unsafe Speed
2021-09-18,14:05:00,40.868458,-73.8214,2,0,Unspecified
2021-12-09,14:45:00,40.817993,-73.93804,0,0,Driver Inattention/Distraction
2021-12-08,16:38:00,40.79897,-73.93432,0,0,Driver Inattention/Distraction
2021-12-08,12:15:00,40.696033,-73.984535,0,0,Passing Too Closely
2021-12-08,07:00:00,40.694336,-73.741585,0,0,Unspecified
2021-12-08,18:10:00,40.664505,-73.90673,1,0,Driver Inattention/Distraction
2021-12-10,16:15:00,40.751446,-74.001434,0,0,Passing Too Closely
2021-12-09,16:15:00,40.76616,-73.82091,0,0,Failure to Yield Right-of-Way
2021-12-08,17:00:00,40.7046,-73.81018,0,0,Alcohol Involvement
2021-12-09,13:00:00,40.69687,-73.799194,0,0,Unspecified
2021-05-02,10:15:00,40.718628,-74.00255,1,0,Traffic Control Disregarded
2021-04-17,16:20:00,40.62693,-74.0779,1,0,Driver Inattention/Distraction
2021-04-17,22:12:00,40.632675,-74.116844,1,0,Driver Inattention/Distraction
2021-05-02,01:15:00,40.663517,-73.758644,0,0,Failure to Yield Right-of-Way
2021-05-02,21:25:00,40.692097,-73.988976,1,0,Traffic Control Disregarded
2021-05-02,20:45:00,40.679005,-73.819595,1,0,Turning Improperly
2021-05-02,00:30:00,40.70509,-74.016464,0,0,Unspecified
2021-05-02,20:25:00,40.764988,-73.96116,1,0,Driver Inexperience
2021-05-01,16:20:00,40.633255,-74.11196,0,0,Unspecified
2021-04-24,19:19:00,40.756264,-73.921196,0,0,Driver Inattention/Distraction
2021-05-02,12:30:00,40.74284,-74.00028,0,0,Driver Inattention/Distraction
2021-05-02,11:11:00,40.607857,-74.01442,0,0,Driver Inattention/Distraction
2021-05-02,06:00:00,40.84551,-73.83422,2,0,Failure to Yield Right-of-Way
2021-05-02,15:30:00,40.771347,-73.87097,2,0,Driver Inattention/Distraction
2021-05-02,08:25:00,40.817844,-73.94185,0,0,Passing Too Closely
2021-05-02,12:10:00,40.82256,-73.87101,0,0,Following Too Closely
2021-05-02,01:30:00,40.623978,-73.92063,3,0,Failure to Yield Right-of-Way
2021-05-02,06:39:00,40.691917,-73.75042,0,0,Passing or Lane Usage Improper
2021-05-02,03:23:00,40.63987,-73.950325,0,0,Unsafe Speed
2021-05-02,14:40:00,40.63173,-74.1249,1,0,Driver Inexperience
2021-05-01,21:35:00,40.82403,-73.94476,0,0,Reaction to Uninvolved Vehicle
2021-05-02,18:00:00,40.668976,-73.90668,3,0,Other Vehicular
2021-05-02,18:15:00,40.73845,-73.8863,0,0,Backing Unsafely
2021-05-02,02:40:00,40.758595,-73.87452,0,0,Alcohol Involvement
2021-05-02,15:06:00,40.788795,-73.93755,0,0,Reaction to Uninvolved Vehicle
2021-05-02,23:05:00,40.636154,-73.9123,0,0,Unspecified
2021-05-02,15:25:00,40.773006,-73.96033,0,0,Following Too Closely
2021-05-02,23:55:00,40.663204,-73.92247,0,0,Unspecified
2021-05-02,16:22:00,40.751102,-73.8912,1,0,Driver Inattention/Distraction
2021-05-02,23:28:00,40.83351,-73.85809,0,0,Oversized Vehicle
2021-05-02,10:25:00,40.6103,-73.959526,1,0,Driver Inattention/Distraction
2021-05-02,12:30:00,40.686085,-73.982666,0,0,Other Vehicular
2021-05-02,02:10:00,40.69065,-73.81033,0,0,Driver Inattention/Distraction
2021-05-02,10:40:00,40.689934,-73.842545,0,0,Aggressive Driving/Road Rage
2021-04-25,18:45:00,40.561077,-74.16984,2,0,Driver Inexperience
2021-05-02,06:18:00,40.677753,-73.93028,1,0,Driver Inattention/Distraction
2021-05-02,20:32:00,40.75108,-73.98686,1,0,Traffic Control Disregarded
2021-04-29,16:17:00,40.760403,-73.98748,1,0,Driver Inattention/Distraction
2021-05-02,15:05:00,40.741993,-73.807304,0,0,Unspecified
2021-05-02,15:45:00,40.682148,-73.982864,1,0,Backing Unsafely
2021-05-02,12:15:00,40.810024,-73.93754,0,0,Following Too Closely
2021-05-02,18:31:00,40.86241,-73.9225,2,0,Unsafe Lane Changing
2021-05-02,19:02:00,40.61692,-73.92152,0,0,Unspecified
2021-05-01,23:45:00,40.754986,-73.74535,0,0,Driver Inattention/Distraction
2021-05-02,19:00:00,40.60095,-73.93716,0,0,Alcohol Involvement
2021-04-25,15:28:00,40.886395,-73.86125,0,0,Unspecified
2021-05-02,10:30:00,40.750244,-73.920135,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
2021-05-02,02:28:00,40.83096,-73.94947,0,0,Oversized Vehicle
2021-05-02,11:56:00,40.63989,-73.74272,0,0,Unspecified
2021-04-20,10:30:00,40.643017,-73.88968,0,0,Unspecified
2021-05-02,22:45:00,40.748013,-73.856834,0,0,Unspecified
2021-05-02,18:48:00,40.727722,-73.83151,3,0,Driver Inattention/Distraction
2021-05-02,19:20:00,40.707966,-73.99975,0,0,Unsafe Lane Changing
2021-04-24,17:05:00,40.710117,-73.90423,0,0,Unspecified
2021-05-02,02:20:00,40.787525,-73.79483,0,0,Passing or Lane Usage Improper
2021-04-25,12:50:00,40.762672,-73.97327,1,0,Aggressive Driving/Road Rage
2021-05-02,14:50:00,40.752415,-73.97838,0,0,Driver Inattention/Distraction
2021-05-02,18:57:00,40.667313,-73.73926,2,0,Unspecified
2021-04-29,11:53:00,40.645027,-73.91998,1,0,Unspecified
2021-05-02,02:50:00,40.828125,-73.84105,0,0,Failure to Yield Right-of-Way
