date,time,latitude,longitude,number_of_persons_injured,number_of_persons_killed,contributing_factor_vehicle_1
2021-06-01,13:10:00,40.64405,-73.90399,2,0,Aggressive Driving/Road Rage
2021-06-01,21:00:00,40.677654,-73.82866,0,0,Backing Unsafely
2021-06-01,17:03:00,40.67447,-73.8027,0,0,Following Too Closely
2021-06-01,20:30:00,40.674088,-73.79837,0,0,Alcohol Involvement
2021-06-01,18:20:00,40.8716,-73.91507,0,0,Unspecified
2021-06-01,15:23:00,40.72484,-73.93677,0,0,Unspecified
2021-12-27,20:30:00,40.652462,-73.92285,1,0,Failure to Yield Right-of-Way
2021-06-01,07:52:00,40.60548,-73.93922,0,0,Unsafe Speed
2021-05-30,11:25:00,40.66894,-73.91581,0,0,Other Vehicular
2021-06-01,19:00:00,40.719475,-73.79263,1,0,Following Too Closely
2021-06-01,19:49:00,40.815304,-73.94371,1,0,Failure to Yield Right-of-Way
2021-06-01,09:18:00,40.705578,-73.94119,1,0,Passenger Distraction
2021-06-01,11:18:00,40.803593,-73.919785,0,0,Following Too Closely
2021-06-01,16:00:00,40.836502,-73.825165,0,0,Unspecified
2021-06-01,08:28:00,40.707077,-73.954025,1,0,Driver Inattention/Distraction
2021-06-01,06:12:00,40.732727,-73.97451,0,0,Passing Too Closely
2021-06-01,15:10:00,40.659912,-73.998604,0,0,Unspecified
2021-05-29,20:30:00,40.650856,-73.9486,0,0,Failure to Yield Right-of-Way
2021-06-01,14:16:00,40.880466,-73.88384,1,0,Unsafe Lane Changing
2021-06-01,20:00:00,40.81636,-73.91876,1,0,Other Vehicular
2021-06-01,15:40:00,40.68989,-73.81819,1,0,Failure to Yield Right-of-Way
2021-05-31,22:55:00,40.57699,-73.98153,1,0,Failure to Yield Right-of-Way
2021-06-01,12:30:00,40.763344,-73.87731,6,0,Driver Inattention/Distraction
2021-05-28,00:09:00,40.64625,-73.918816,0,0,Unsafe Speed
2021-12-27,10:50:00,40.66925,-73.93944,1,0,Following Too Closely
2021-06-01,06:13:00,40.669765,-73.94869,0,0,Driver Inattention/Distraction
2021-06-01,15:18:00,40.733154,-73.87056,0,0,Traffic Control Disregarded
2021-05-27,18:15:00,40.71071,-73.793045,0,0,Driver Inattention/Distraction
2021-06-01,00:07:00,40.680313,-73.72879,0,0,Unsafe Speed
2021-06-01,17:30:00,40.865574,-73.82314,0,0,Alcohol Involvement
2021-06-01,15:15:00,40.72619,-73.952156,1,0,Driver Inattention/Distraction
2021-06-01,20:40:00,40.782097,-73.79724,1,0,Turning Improperly
2021-06-01,09:15:00,40.66878,-73.9785,0,0,Following Too Closely
2021-06-01,13:45:00,40.691994,-73.76111,0,0,Driver Inexperience
2021-06-01,12:49:00,40.8542,-73.854416,1,0,Failure to Yield Right-of-Way
2021-06-01,20:00:00,40.691074,-73.88733,3,0,Following Too Closely
2021-06-01,06:45:00,40.86268,-73.90905,0,0,Aggressive Driving/Road Rage
2021-05-30,18:12:00,40.65605,-73.92361,1,0,Following Too Closely
2021-06-01,17:38:00,40.611885,-73.94508,1,0,Failure to Yield Right-of-Way
2021-06-01,12:15:00,40.80321,-73.91892,1,0,Other Vehicular
2021-12-28,01:07:00,40.7558,-73.86535,2,0,Traffic Control Disregarded
2021-06-01,00:45:00,40.6848,-73.9138,0,0,Passing Too Closely
2021-05-12,12:00:00,40.673996,-73.92785,0,0,Traffic Control Disregarded
2021-06-01,07:30:00,40.708508,-74.01336,0,0,Unspecified
2021-06-01,19:30:00,40.71337,-73.934814,0,0,Oversized Vehicle
2021-05-31,12:44:00,40.578938,-73.98522,1,0,Passing or Lane Usage Improper
2021-06-01,20:10:00,40.607685,-74.13892,0,0,Reaction to Uninvolved Vehicle
2021-06-01,06:31:00,40.666363,-73.935555,0,0,Backing Unsafely
2021-05-30,05:15:00,40.609867,-73.74515,0,0,Alcohol Involvement
2021-06-01,14:50:00,40.712315,-73.957085,0,0,Driver Inattention/Distraction
2021-06-01,00:07:00,40.63315,-73.96703,2,0,Driver Inattention/Distraction
2021-06-01,13:40:00,40.60242,-74.174675,2,0,Following Too Closely
2021-06-01,13:45:00,40.68593,-73.97635,0,0,Unspecified
2021-06-01,13:43:00,40.705425,-73.78258,0,0,Passing or Lane Usage Improper
2021-06-01,15:55:00,40.72089,-73.84682,0,0,Turning Improperly
2021-06-01,09:30:00,40.672665,-73.98828,0,0,Reaction to Uninvolved Vehicle
2021-05-30,14:00:00,40.658478,-73.92818,1,0,Driver Inattention/Distraction
2021-06-01,20:50:00,40.66468,-73.95101,3,0,Driver Inexperience
2021-05-27,11:38:00,40.61919,-73.92302,1,0,Failure to Yield Right-of-Way
2021-06-01,18:00:00,40.608143,-74.00412,0,0,Unspecified
2021-06-01,17:52:00,40.754543,-73.83056,0,0,Failure to Yield Right-of-Way
2021-06-01,00:30:00,40.67381,-73.754776,0,0,Unspecified
2021-06-01,21:50:00,40.68723,-73.941795,0,0,Driver Inattention/Distraction
2021-06-01,19:46:00,40.867275,-73.91922,0,0,Unspecified
2021-06-01,15:53:00,40.744778,-73.97589,0,0,Driver Inattention/Distraction
2021-06-01,17:00:00,40.763344,-73.75791,0,0,Passing or Lane Usage Improper
2021-06-01,18:15:00,40.830563,-73.92727,1,0,Passing or Lane Usage Improper
2021-12-28,23:08:00,40.77054,-73.93205,1,0,Failure to Yield Right-of-Way
2021-12-23,21:09:00,40.8179,-73.86406,1,0,Unsafe Speed
2021-12-28,16:40:00,40.696198,-73.98877,1,0,Following Too Closely
2021-12-28,22:56:00,40.81569,-73.958305,1,0,Unspecified
2021-12-28,14:52:00,40.714993,-73.99887,0,0,Backing Unsafely
2021-11-26,02:51:00,40.749718,-73.86419,1,0,Driver Inattention/Distraction
2021-12-27,12:02:00,40.639297,-73.98409,1,0,Unspecified
2021-12-20,14:00:00,40.673256,-73.9307,1,0,Unspecified
2021-12-28,03:15:00,0.0,0.0,0,0,Unsafe Speed
2021-12-25,22:45:00,40.856808,-73.92827,0,0,Driver Inexperience
2021-12-28,19:20:00,40.703434,-73.96035,0,0,Other Vehicular
2021-12-23,13:50:00,40.799046,-73.94133,0,0,Other Vehicular
2021-12-28,19:40:00,40.73578,-73.746544,0,0,Driver Inattention/Distraction
2021-12-27,11:30:00,40.638794,-73.97075,0,0,Unspecified
2021-12-27,03:30:00,40.674736,-73.925,2,0,Driver Inattention/Distraction
2021-12-28,20:02:00,40.671055,-73.98815,0,0,Failure to Yield Right-of-Way
2021-12-28,15:17:00,40.75379,-73.91548,2,0,Driver Inattention/Distraction
2021-12-26,13:45:00,40.82081,-73.81236,0,0,Unspecified
2021-12-28,17:45:00,40.65196,-73.90995,1,0,View Obstructed/Limited
2021-12-28,08:30:00,40.745472,-73.8661,0,0,Following Too Closely
2021-12-28,12:50:00,40.681286,-73.76979,0,0,Backing Unsafely
2021-12-18,10:28:00,40.80549,-73.91031,1,0,Other Vehicular
2021-12-28,10:30:00,40.669403,-73.94221,0,0,Driver Inattention/Distraction
2021-12-28,15:05:00,40.682243,-73.82222,1,0,Failure to Yield Right-of-Way
2021-12-23,17:14:00,40.718864,-73.97483,0,0,Unspecified
2021-12-24,20:21:00,40.793552,-73.945335,2,0,Unspecified
2021-12-01,08:00:00,40.766876,-73.97908,1,0,Driver Inattention/Distraction
2021-12-28,00:00:00,40.804375,-73.93742,0,0,Passing or Lane Usage Improper
2021-12-15,13:13:00,40.83717,-73.8433,0,0,Unspecified
2021-10-03,23:00:00,40.660114,-73.90149,0,0,Unspecified
2021-12-28,16:35:00,40.874992,-73.844246,1,0,Unsafe Speed
2021-12-24,21:49:00,40.820534,-73.94054,0,0,Alcohol Involvement
2021-12-28,07:03:00,40.586296,-74.162994,1,0,Driver Inattention/Distraction
2021-12-28,23:15:00,40.74278,-73.82817,2,0,Driver Inattention/Distraction
2021-12-23,15:21:00,40.790894,-73.945175,1,0,Driver Inattention/Distraction
2021-12-28,10:00:00,40.644615,-73.926506,0,0,Unspecified
2021-12-28,01:50:00,40.75899,-73.83454,0,0,Following Too Closely
2021-12-20,16:00:00,40.74713,-73.88869,1,0,Unspecified
2021-12-28,00:00:00,40.824207,-73.87529,0,0,Unspecified
2021-12-28,11:30:00,40.762127,-73.99739,0,0,Unspecified
2021-12-19,01:00:00,40.864254,-73.88813,2,0,Unsafe Lane Changing
2021-12-28,06:00:00,40.70648,-73.94449,0,0,Unsafe Speed
2021-12-28,13:44:00,40.854626,-73.90882,0,0,Backing Unsafely
2021-12-28,15:14:00,40.71717,-73.834946,11,0,Lost Consciousness
2021-12-28,15:40:00,40.597713,-73.96665,0,0,Unspecified
2021-12-28,19:54:00,40.616413,-74.103516,2,0,Driver Inattention/Distraction
2021-12-28,15:15:00,40.68871,-73.95499,1,0,Driver Inattention/Distraction
2021-12-28,00:30:00,40.64824,-74.01401,0,0,Traffic Control Disregarded
2021-12-28,10:20:00,40.633026,-73.92546,0,0,Driver Inattention/Distraction
2021-12-28,20:30:00,40.648254,-73.971405,0,0,Unspecified
2021-12-26,19:05:00,40.642254,-73.92742,0,0,Unspecified
2021-12-28,09:20:00,40.677048,-73.98004,1,0,Failure to Yield Right-of-Way
2021-12-28,20:40:00,40.586536,-73.93345,0,0,Driver Inattention/Distraction
2021-12-28,20:50:00,40.713284,-73.7358,1,0,Unspecified
2022-04-01,21:00:00,40.729866,-73.87733,0,0,Driver Inattention/Distraction
2021-12-27,13:03:00,40.670887,-73.93649,0,0,Driver Inattention/Distraction
2021-12-28,23:55:00,40.632885,-73.94771,0,0,Unspecified
2021-12-03,09:45:00,40.671535,-73.957664,1,0,Failure to Yield Right-of-Way
2021-12-24,14:49:00,40.683506,-73.97386,2,0,Unspecified
2021-12-28,17:38:00,40.85132,-73.90842,3,0,Driver Inattention/Distraction
2021-12-20,06:38:00,40.793766,-73.93411,0,0,Driver Inattention/Distraction
2021-12-24,14:03:00,40.650806,-73.94958,1,0,Driver Inattention/Distraction
2021-12-28,19:25:00,40.659405,-73.9505,3,0,Driver Inattention/Distraction
2021-12-20,21:30:00,40.720997,-73.94088,0,0,
2021-12-28,16:00:00,40.541744,-74.207,0,0,Failure to Yield Right-of-Way
2021-12-28,15:00:00,40.52418,-74.2348,1,0,Unspecified
2021-12-23,19:19:00,40.676937,-73.92183,1,0,Pavement Defective
2021-12-28,08:30:00,40.757824,-73.79006,0,0,Unspecified
2021-12-24,19:14:00,40.848938,-73.93708,1,0,Traffic Control Disregarded
2021-12-26,18:26:00,40.7338,-73.871414,0,0,Driver Inattention/Distraction
2021-12-28,00:15:00,40.859306,-73.89885,4,0,Unspecified
2021-12-24,19:50:00,40.8376,-73.8202,0,0,Unspecified
2021-12-28,00:51:00,40.722916,-73.990524,0,0,Passing Too Closely
2021-12-28,12:14:00,40.709393,-73.94014,0,0,Driver Inattention/Distraction
2021-12-27,17:00:00,40.704002,-73.85593,1,0,Failure to Yield Right-of-Way
2021-12-28,15:59:00,40.73093,-73.864586,1,0,Driver Inattention/Distraction
2021-12-18,20:44:00,40.719418,-74.00194,1,0,Driver Inattention/Distraction
2021-12-28,12:00:00,40.77079,-73.92079,1,0,Following Too Closely
2021-12-26,13:50:00,40.636726,-74.00251,0,0,Unspecified
2021-12-19,02:17:00,40.744442,-73.979065,0,0,Failure to Yield Right-of-Way
2021-12-28,07:45:00,40.812824,-73.923836,1,0,Failure to Yield Right-of-Way
2021-12-28,14:30:00,40.693413,-73.940125,0,0,Failure to Yield Right-of-Way
2021-12-25,12:10:00,40.788795,-73.93755,1,0,Unsafe Lane Changing
2021-12-28,17:04:00,40.69841,-73.913315,1,0,Failure to Yield Right-of-Way
2021-12-28,19:00:00,40.59981,-74.00857,0,0,Unspecified
2021-12-17,09:10:00,40.669403,-73.94221,1,0,Unspecified
2021-12-28,19:20:00,40.71407,-73.954346,0,0,Driver Inattention/Distraction
2021-12-19,10:00:00,40.678455,-73.949684,0,0,Turning Improperly
2021-12-23,00:00:00,40.607754,-74.13205,1,0,Failure to Yield Right-of-Way
2021-12-27,06:15:00,40.586105,-74.09109,0,0,Alcohol Involvement
2021-12-28,19:00:00,40.58175,-74.10429,0,0,Driver Inattention/Distraction
2022-03-29,18:01:00,40.737545,-73.98409,0,0,Driver Inattention/Distraction
2022-03-29,05:24:00,40.776295,-73.98215,1,0,Other Vehicular
2022-03-30,01:45:00,40.64491,-73.95802,0,0,Unspecified
2022-03-28,09:37:00,40.67449,-73.916664,1,0,Other Vehicular
2022-03-30,15:38:00,40.821358,-73.889114,0,0,Unspecified
2022-03-31,17:28:00,40.836273,-73.888435,3,0,Unspecified
2022-03-31,07:30:00,40.66965,-73.89332,0,0,Turning Improperly
2022-04-01,13:07:00,40.73135,-73.98256,1,0,Failure to Yield Right-of-Way
2022-03-31,20:30:00,40.83236,-73.93197,0,0,Passing or Lane Usage Improper
2022-03-31,07:05:00,40.769012,-73.9224,0,0,Fell Asleep
2022-03-27,10:00:00,40.75377,-73.92654,0,0,Unspecified
2022-03-31,10:33:00,40.638786,-73.94538,1,0,Driver Inattention/Distraction
2022-04-01,04:45:00,40.707153,-73.93149,0,0,Traffic Control Disregarded
2021-12-11,14:50:00,40.63075,-73.92425,0,0,Driver Inattention/Distraction
2021-10-01,17:00:00,40.6825692,-73.7820143,0,0,Turning Improperly
2021-12-10,09:30:00,40.839344,-73.834236,0,0,Unspecified
2022-03-29,23:37:00,40.60164,-73.820274,0,0,Fell Asleep
2022-04-01,04:09:00,40.748722,-73.89881,1,0,Driver Inattention/Distraction
2022-03-30,00:00:00,40.621216,-73.93539,0,0,Failure to Yield Right-of-Way
2022-04-01,21:50:00,40.73225,-73.92452,0,0,Driver Inattention/Distraction
2022-03-30,14:55:00,40.857903,-73.86468,0,0,Other Vehicular
2022-03-31,17:20:00,40.724167,-74.00113,0,0,Other Vehicular
2022-04-01,03:53:00,40.60954,-74.13226,1,0,Driver Inattention/Distraction
2022-03-31,17:35:00,40.7577,-73.98946,1,0,Unsafe Speed
2022-03-31,09:00:00,40.756298,-73.89893,1,0,Driver Inattention/Distraction
2022-02-25,02:30:00,40.749283,-73.756645,0,0,Unspecified
2022-03-31,04:34:00,40.887737,-73.86755,2,0,Unsafe Speed
2022-04-01,17:00:00,40.643124,-74.07705,0,0,Driver Inattention/Distraction
2022-04-01,20:00:00,40.636395,-73.945854,1,0,Passing or Lane Usage Improper
2022-03-30,18:50:00,40.60924,-73.95644,0,0,Backing Unsafely
2022-04-01,09:40:00,40.738686,-73.99588,1,0,Unspecified
2022-03-31,19:59:00,40.680477,-73.951164,1,0,Backing Unsafely
2022-03-31,07:00:00,40.641533,-74.01045,1,0,Passing Too Closely
2022-03-30,16:49:00,40.636505,-74.02176,2,0,Backing Unsafely
2022-03-30,16:28:00,40.606594,-74.0754,1,0,Unspecified
2022-03-31,10:30:00,40.75112,-73.97127,0,0,Passing or Lane Usage Improper
2022-03-20,14:30:00,40.840195,-73.94307,0,0,Turning Improperly
2022-04-01,18:19:00,40.59219,-73.97492,2,0,Unspecified
2022-03-30,16:13:00,40.844486,-73.88692,0,0,Other Vehicular
2022-03-30,07:35:00,40.83005,-73.922424,0,0,Backing Unsafely
2022-03-30,11:30:00,40.71659,-73.74293,0,0,Driver Inexperience
2022-03-30,03:46:00,40.845108,-73.913025,1,0,Outside Car Distraction
2022-03-31,11:57:00,40.825577,-73.918465,1,0,Unsafe Speed
2022-04-01,20:16:00,40.58185,-73.96569,0,0,Backing Unsafely
2022-04-01,21:46:00,40.8541,-73.919106,0,0,Unspecified
2022-03-30,15:00:00,40.720486,-74.00723,0,0,Driver Inattention/Distraction
2022-03-31,12:30:00,40.659355,-73.9992,1,0,Unspecified
2022-03-29,12:00:00,40.782055,-73.95373,0,0,Driver Inattention/Distraction
2022-04-01,10:00:00,40.844788,-73.93705,0,0,Unspecified
2022-03-29,19:00:00,40.678154,-73.94416,0,0,Driver Inattention/Distraction
2022-03-30,20:00:00,40.693485,-73.81087,0,0,Oversized Vehicle
2022-03-29,10:25:00,40.775486,-73.98217,0,0,Passenger Distraction
2022-03-30,16:47:00,40.607258,-74.00265,0,0,Turning Improperly
2022-03-29,08:34:00,40.790627,-73.942444,0,0,Passing or Lane Usage Improper
2022-03-31,01:00:00,40.65912,-74.00181,0,0,Turning Improperly
2022-03-31,22:05:00,40.748974,-73.87111,0,0,Driver Inattention/Distraction
2022-03-30,07:30:00,40.855385,-73.9181,0,0,Following Too Closely
2022-03-13,01:40:00,40.63989,-74.02162,1,0,Driver Inexperience
2022-03-31,00:00:00,40.763298,-73.990555,0,0,Unspecified
2022-03-31,17:00:00,40.743366,-73.942986,0,0,Unspecified
2022-03-30,05:26:00,40.8514,-73.90606,1,0,Driver Inattention/Distraction
2022-03-31,19:53:00,40.684143,-73.86152,1,0,Driver Inattention/Distraction
2022-04-01,17:02:00,40.757286,-73.97812,0,0,Unspecified
2022-03-30,20:05:00,40.677032,-73.824684,1,0,Failure to Yield Right-of-Way
2022-03-28,15:50:00,40.680115,-73.75324,1,0,Failure to Yield Right-of-Way
2022-03-30,16:55:00,40.798584,-73.93353,0,0,Other Vehicular
2022-03-30,03:28:00,40.717834,-73.75159,0,0,Backing Unsafely
2022-04-01,14:52:00,40.704006,-73.7668,2,0,Failure to Yield Right-of-Way
2022-04-01,13:15:00,40.69913,-73.958954,0,0,Driver Inattention/Distraction
2022-03-30,04:40:00,40.6224,-73.936646,0,0,Driver Inattention/Distraction
2022-04-01,18:50:00,40.75653,-73.966644,1,0,Unspecified
2022-03-27,13:30:00,40.750675,-74.00831,0,0,Driver Inattention/Distraction
2022-04-01,14:17:00,40.850067,-73.90281,0,0,Unspecified
2022-03-31,08:15:00,40.83829,-73.930016,0,0,Unsafe Lane Changing
2022-04-01,07:45:00,40.745068,-73.93826,0,0,Unspecified
2022-04-01,00:20:00,40.74147,-73.82281,0,0,Driver Inattention/Distraction
2022-03-29,12:23:00,40.704308,-73.91924,1,0,Failure to Yield Right-of-Way
2021-09-09,10:00:00,40.80951,-73.94556,0,0,Passing or Lane Usage Improper
2021-09-28,18:45:00,40.612495,-73.97922,1,0,Driver Inattention/Distraction
2021-10-01,16:00:00,40.56895,-74.12491,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
2021-10-02,16:40:00,40.576504,-74.1037,1,0,Failure to Yield Right-of-Way
2021-10-02,15:15:00,40.745598,-73.864296,0,0,Driver Inattention/Distraction
2021-10-03,04:30:00,0.0,0.0,0,0,Driver Inattention/Distraction
2021-10-02,15:55:00,40.788586,-73.95529,0,0,Turning Improperly
2021-10-01,09:30:00,40.73566,-73.9019,0,0,Driver Inattention/Distraction
2021-09-29,13:30:00,40.820187,-73.890686,0,0,Unspecified
2021-09-04,00:21:00,0.0,0.0,0,0,Unspecified
2021-10-03,15:26:00,0.0,0.0,1,0,Driver Inattention/Distraction
2022-03-30,16:40:00,40.753925,-73.99761,0,0,Unsafe Lane Changing
2022-03-26,12:20:00,40.7494,-73.88425,0,0,Unspecified
2022-03-02,09:07:00,40.694485,-73.93735,1,0,Failure to Yield Right-of-Way
2021-12-06,06:40:00,0.0,0.0,1,0,Failure to Yield Right-of-Way
2021-10-03,20:00:00,40.7461,-73.87178,0,0,Unspecified
2021-10-03,04:17:00,40.67636,-73.86643,1,0,Other Vehicular
2021-10-03,19:09:00,40.68542,-73.76526,1,0,Following Too Closely
2021-09-29,21:38:00,40.85779,-73.88264,0,0,Turning Improperly
2022-03-31,13:00:00,40.660984,-73.90879,1,0,Driver Inattention/Distraction
2021-10-03,01:41:00,40.72469,-73.7541,1,0,Failure to Yield Right-of-Way
2021-10-03,00:00:00,40.72486,-73.98441,1,0,Driver Inattention/Distraction
2021-10-03,02:45:00,40.680202,-73.82123,1,0,Passing Too Closely
2021-10-03,02:30:00,40.749912,-73.99584,0,0,Unspecified
2021-10-03,12:30:00,40.63558,-73.97786,0,0,Driver Inattention/Distraction
2021-10-02,10:11:00,40.711838,-73.917496,0,0,Obstruction/Debris
2021-10-03,02:08:00,40.741447,-73.84603,0,0,Following Too Closely
2022-04-01,14:56:00,40.80922,-73.94683,0,0,Backing Unsafely
2021-10-03,19:00:00,40.687088,-73.96662,0,0,Unspecified
2021-10-03,21:57:00,40.655502,-73.88414,0,0,Unspecified
2021-10-03,02:10:00,40.816067,-73.91765,2,0,Unspecified
2021-10-03,05:30:00,40.696613,-73.832115,0,0,Passing Too Closely
2021-10-03,06:30:00,40.635834,-74.0374,0,0,Unspecified
2021-10-03,08:45:00,40.723644,-73.81108,0,0,Unspecified
2021-10-02,22:01:00,40.772156,-73.95591,0,0,Driver Inattention/Distraction
2021-09-29,12:00:00,40.83677,-73.88597,1,0,Unspecified
2021-09-26,17:41:00,40.69979,-73.950096,6,0,Traffic Control Disregarded
2021-10-03,03:00:00,40.88516,-73.83564,0,0,Unsafe Speed
2021-10-03,00:00:00,40.70521,-73.82203,0,0,Unsafe Speed
2021-10-03,11:35:00,40.79286,-73.96754,1,0,Failure to Yield Right-of-Way
2021-10-02,12:00:00,40.82523,-73.939735,0,0,Driver Inattention/Distraction
2021-10-03,19:35:00,40.748013,-73.889755,0,0,Driver Inattention/Distraction
2021-10-03,01:56:00,40.842503,-73.92797,0,0,Following Too Closely
2021-10-03,06:00:00,40.70024,-73.814926,1,0,Driver Inattention/Distraction
2021-10-03,12:00:00,40.763966,-73.92267,1,0,Driver Inattention/Distraction
2021-10-03,19:30:00,40.76687,-73.959785,0,0,Following Too Closely
2021-10-03,11:24:00,40.604275,-73.74571,0,0,Reaction to Uninvolved Vehicle
2021-10-03,03:45:00,40.738647,-73.984764,0,0,Unspecified
2021-10-03,05:05:00,40.634888,-73.8909,1,0,Alcohol Involvement
2021-10-03,11:00:00,40.61384,-73.981445,3,0,Driver Inattention/Distraction
2021-10-03,13:40:00,40.713085,-73.94415,1,0,Aggressive Driving/Road Rage
2021-10-03,20:20:00,40.677406,-73.983055,1,0,Failure to Yield Right-of-Way
2021-08-21,17:30:00,40.716713,-73.99272,0,0,Passing Too Closely
2021-10-02,01:04:00,40.696686,-73.9378,0,0,Passing Too Closely
2021-10-03,15:28:00,0.0,0.0,0,0,Driver Inattention/Distraction
2021-10-03,00:50:00,40.696335,-73.930504,0,0,Driver Inattention/Distraction
2021-09-02,23:30:00,40.832733,-73.89802,1,0,Driver Inattention/Distraction
2021-10-03,21:00:00,40.690468,-73.96932,0,0,Unspecified
2021-10-02,17:10:00,40.678116,-73.90787,0,0,Unspecified
2021-10-03,11:05:00,40.663605,-73.934395,1,0,Driver Inattention/Distraction
2021-10-03,09:40:00,40.613586,-74.08267,0,0,Driver Inattention/Distraction
2021-10-03,12:50:00,40.705147,-73.90213,0,0,Unspecified
2021-10-03,16:39:00,0.0,0.0,0,0,Driver Inattention/Distraction
2021-10-03,09:52:00,40.681046,-73.849304,0,0,Fell Asleep
2021-10-03,11:40:00,40.81183,-73.96112,1,0,Unspecified
2021-09-30,17:55:00,40.679035,-73.938515,1,0,Failure to Yield Right-of-Way
2021-10-03,06:00:00,40.643635,-73.899155,0,0,Driver Inattention/Distraction
2021-09-24,04:20:00,40.76619,-73.77237,0,0,Unspecified
2021-10-03,11:00:00,40.7672,-73.887825,1,0,Driver Inattention/Distraction
2021-10-03,21:00:00,40.810413,-73.90468,0,0,Unspecified
2021-10-03,04:40:00,40.699715,-73.79869,0,0,Driver Inattention/Distraction
2021-10-03,21:30:00,40.63415,-74.02964,0,0,Driver Inattention/Distraction
2021-10-03,09:05:00,40.799953,-73.95274,1,0,Unspecified
2021-10-03,03:10:00,40.646885,-73.94916,0,0,Following Too Closely
2021-10-03,20:32:00,40.69419,-73.976,1,0,Passing or Lane Usage Improper
2021-10-03,22:30:00,40.8645,-73.91904,0,0,Driver Inattention/Distraction
2021-10-03,22:44:00,40.684414,-73.869514,0,0,Unspecified
2021-10-03,11:00:00,40.7858,-73.85131,0,0,Unspecified
2021-10-03,00:42:00,40.664677,-73.84509,1,0,Unsafe Speed
2021-10-03,12:00:00,40.66858,-73.84223,1,0,Driver Inexperience
2021-10-03,12:08:00,40.824825,-73.95066,0,0,Unspecified
2021-10-03,03:05:00,40.718292,-73.98248,0,0,Passing or Lane Usage Improper
2021-09-17,02:20:00,40.72656,-73.83802,1,0,Unspecified
2021-10-03,14:27:00,40.83432,-73.85058,1,0,Unspecified
2021-10-03,11:09:00,40.874638,-73.909744,1,0,Unspecified
2021-10-03,20:00:00,40.704525,-73.86939,0,0,Unspecified
2022-03-30,08:55:00,40.67482,-73.89368,3,0,Unsafe Speed
2021-10-03,20:34:00,40.642624,-73.97987,0,0,Unsafe Lane Changing
2021-10-03,03:45:00,40.78944,-73.82045,7,0,Failure to Yield Right-of-Way
2021-09-26,13:31:00,40.681625,-74.00132,0,0,Unspecified
2021-10-03,19:50:00,40.702892,-73.94422,0,0,Driver Inattention/Distraction
2021-10-03,18:00:00,40.69245,-73.811005,0,0,Following Too Closely
2021-10-01,17:35:00,40.67875,-73.794,1,0,Traffic Control Disregarded
2021-10-03,02:20:00,40.75829,-73.83431,1,0,Failure to Yield Right-of-Way
2021-10-03,14:11:00,40.608776,-74.09113,0,0,Failure to Yield Right-of-Way
2021-10-03,08:00:00,40.698166,-73.924614,0,0,Unspecified
2021-10-03,01:14:00,40.712803,-73.95417,0,0,Following Too Closely
2021-08-02,00:13:00,40.69424,-73.810905,0,0,Traffic Control Disregarded
2021-09-28,17:34:00,40.839268,-73.903824,0,0,Unspecified
2021-10-02,09:51:00,40.685673,-73.76338,0,0,Reaction to Uninvolved Vehicle
2021-06-26,15:30:00,40.75888,-73.93011,0,0,Unspecified
2021-10-03,01:15:00,40.72293,-73.98865,0,0,Driver Inattention/Distraction
2021-10-03,05:09:00,40.89154,-73.83935,0,0,Reaction to Uninvolved Vehicle
2021-10-03,00:00:00,40.804695,-73.92239,2,0,Driver Inattention/Distraction
2021-09-28,12:55:00,40.69309,-73.94296,0,0,Passing or Lane Usage Improper
2021-10-03,14:34:00,40.891384,-73.83929,0,0,Backing Unsafely
2021-10-03,17:15:00,40.747852,-73.99291,0,0,Driver Inattention/Distraction
2021-10-03,11:45:00,40.667824,-73.93122,2,0,Driver Inattention/Distraction
2021-10-03,03:36:00,40.711628,-73.729385,1,0,Unsafe Speed
2021-10-03,22:24:00,40.684414,-73.869514,1,0,Driver Inattention/Distraction
2021-10-03,12:40:00,0.0,0.0,3,0,Drugs (illegal)
2021-10-03,08:20:00,40.622944,-74.15826,0,0,Unspecified
2021-10-03,09:34:00,40.772346,-73.824684,0,0,Traffic Control Disregarded
2021-10-03,05:45:00,40.69174,-73.91401,0,0,Fell Asleep
2021-10-02,21:30:00,40.708004,-73.84458,0,0,Following Too Closely
2021-10-03,15:30:00,0.0,0.0,1,0,Unspecified
2021-10-03,21:12:00,40.684856,-73.97805,0,0,Following Too Closely
2021-10-03,01:30:00,40.674953,-73.80205,0,0,Passing or Lane Usage Improper
2021-09-30,15:48:00,40.89317,-73.859085,0,0,Driver Inattention/Distraction
2021-10-03,06:10:00,40.682507,-73.94375,0,0,Driver Inattention/Distraction
2021-10-02,00:10:00,40.637623,-74.10274,0,0,Turning Improperly
2021-10-03,09:50:00,40.89844,-73.87228,0,0,Driver Inattention/Distraction
2021-10-03,19:10:00,40.801624,-73.90968,1,0,Other Vehicular
2021-10-03,03:59:00,40.749973,-74.002525,0,0,Unsafe Lane Changing
2021-10-03,20:30:00,40.83215,-73.84932,0,0,Alcohol Involvement
2021-10-03,17:50:00,40.807182,-73.85155,0,0,Unspecified
2021-10-03,23:04:00,40.66723,-73.785034,0,0,Driver Inexperience
2021-10-03,01:50:00,40.856987,-73.890305,0,0,Unsafe Speed
2021-10-03,05:00:00,40.67812,-73.85828,1,0,Traffic Control Disregarded
2021-09-30,10:00:00,40.549427,-74.16019,1,0,Driver Inattention/Distraction
